gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Ptprr,1.12E-12,2.12753972,0.351,0.395,3.60E-08
Rock2,2.06E-12,-1.120843705,0.462,0.423,6.63E-08
Srrm3,2.10E-12,-4.56187833,0.328,0.288,6.76E-08
Adarb1,2.26E-12,20.97594747,0.301,0.26,7.27E-08
Nfib,2.48E-12,8.793233989,0.543,0.632,7.97E-08
Phf21a,2.95E-12,0.832574648,0.503,0.456,9.48E-08
Dock9,3.32E-12,25.33523524,0.482,0.527,1.07E-07
Ckap5,3.64E-12,1.617482075,0.371,0.322,1.17E-07
Foxn3,5.02E-12,3.453848725,0.557,0.598,1.62E-07
Prkce,6.69E-12,5.750321359,0.619,0.611,2.15E-07
Pclo,6.77E-12,13.48774497,0.7,0.681,2.18E-07
Mllt3,1.06E-11,16.2162549,0.491,0.451,3.40E-07
Dlg1,2.17E-11,24.55790028,0.565,0.548,6.99E-07
Smarca2,2.81E-11,17.12378748,0.346,0.311,9.04E-07
Rora,2.89E-11,-85.77793536,0.826,0.826,9.29E-07
Epb41l1,3.95E-11,1.13751795,0.314,0.276,1.27E-06
Dpp6,6.37E-11,-29.95554848,0.76,0.772,2.05E-06
Tasor,7.71E-11,-1.964389336,0.356,0.313,2.48E-06
Kirrel3,8.69E-11,-12.20039742,0.711,0.794,2.80E-06
Ntm,1.46E-10,100.3998212,0.821,0.852,4.71E-06
Msi2,2.47E-10,6.102517271,0.499,0.464,7.94E-06
Cd47,3.57E-10,1.708244663,0.282,0.324,1.15E-05
Top2b,4.29E-10,2.677889377,0.345,0.304,1.38E-05
Ppm1l,4.71E-10,-13.45599752,0.403,0.366,1.52E-05
Gnao1,5.25E-10,9.483175903,0.461,0.42,1.69E-05
Dleu2,9.18E-10,2.299552396,0.32,0.363,2.95E-05
Pde3b,1.21E-09,2.237494491,0.313,0.347,3.90E-05
Atf7ip,1.28E-09,0.602237792,0.306,0.267,4.12E-05
Galnt17,1.59E-09,15.80109201,0.348,0.319,5.11E-05
Erbb4,2.02E-09,315.2815978,0.418,0.407,6.49E-05
Camk2b,2.57E-09,4.974760058,0.315,0.283,8.27E-05
Baz2b,2.73E-09,1.83264216,0.525,0.482,8.78E-05
Ttc17,3.10E-09,2.766509308,0.301,0.264,9.97E-05
Rit2,3.23E-09,5.358876277,0.47,0.438,0.000103931
Gramd1b,5.57E-09,-1.219928239,0.425,0.464,0.000179233
Fam135b,6.82E-09,-0.590137094,0.43,0.404,0.000219241
Slc44a1,6.87E-09,2.903960465,0.345,0.312,0.000221096
Bend6,1.25E-08,0.601733223,0.307,0.272,0.000400851
Nrg2,1.28E-08,-0.861787973,0.423,0.455,0.000411756
Gm4258,1.44E-08,17.51780857,0.375,0.341,0.000462948
Picalm,1.45E-08,-1.036904798,0.34,0.301,0.000467794
Cacnb4,2.08E-08,39.71027018,0.617,0.684,0.000668922
Cep170,2.12E-08,1.359259736,0.336,0.301,0.000682833
Clip1,2.75E-08,0.690625561,0.328,0.294,0.000883071
Spop,3.10E-08,0.553370676,0.321,0.285,0.000997236
Crebbp,4.28E-08,-1.132814124,0.418,0.382,0.001378116
Kif1b,6.40E-08,10.16548115,0.666,0.642,0.002058273
Dgkd,7.35E-08,1.074180669,0.29,0.324,0.002364042
Pde4b,7.75E-08,46.92381948,0.702,0.758,0.002494341
Pkp4,9.15E-08,-3.56339363,0.488,0.454,0.002942912
Celf1,9.30E-08,8.440094943,0.468,0.442,0.002992094
Epc1,1.26E-07,0.528278996,0.315,0.283,0.004053633
Tcf4,1.27E-07,35.40851357,0.8,0.85,0.004070153
Lrrtm3,1.61E-07,22.4137987,0.613,0.653,0.005184031
Msra,4.33E-07,29.2766175,0.533,0.59,0.013922856
Srgap3,6.66E-07,10.84312846,0.554,0.537,0.021420485
Rims2,9.84E-07,64.05611136,0.835,0.848,0.031667571
